title,
ＹＰＣ2021年07月例会(07/25　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2021年06月例会(06/20　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2021年05月例会(05/16　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2021年04月例会(04/18　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2021年03月例会(03/20　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2021年02月例会(02/14　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2021年01月例会(01/17　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2020年12月例会(12/13　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2020年11月例会(11/15　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2020年10月例会(10/18　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2020年09月例会(09/20　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2020年08月例会(08/16　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2020年07月例会(07/12　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2020年06月例会(06/14　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2020年05月例会(05/17　Zoomによるオンライン例会）,Zoomによるオンライン例会
ＹＰＣ2020年04月準例会(04/12　Zoomによるオンラインミーティング）,Zoomによるオンラインミーティング
ＹＰＣ2020年02月例会(02/23　筑波大附属高校）,筑波大附属高校
ＹＰＣ2020年01月例会(01/19　慶応義塾高校）,慶応義塾高校
ＹＰＣ2019年12月例会(12/15　株式会社ナリカ）,株式会社ナリカ
ＹＰＣ2019年11月例会(11/17　多摩大学附属聖ヶ丘中学・高等学校）,多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2019年10月例会(10/22　学芸大附属国際中等教育学校）,学芸大附属国際中等教育学校
ＹＰＣ2019年09月例会(09/15　三浦学苑高等学校）,三浦学苑高等学校
ＹＰＣ2019年08月例会(08/24　八王子セミナーハウス）,八王子セミナーハウス
ＹＰＣ2019年07月例会(07/21　東洋英和女学院中学部高等部）,東洋英和女学院中学部高等部
ＹＰＣ2019年06月例会(06/23　慶應義塾高等学校）,慶應義塾高等学校
ＹＰＣ2019年05月例会(05/19　東京学芸大学附属高等学校）,東京学芸大学附属高等学校
ＹＰＣ2019年04月例会(04/21　鎌倉学園中・高等学校）,鎌倉学園中・高等学校
ＹＰＣ2019年03月例会(03/21　学芸大附属国際中等教育学校）,学芸大附属国際中等教育学校
ＹＰＣ2019年02月例会(02/17　多摩大学附属聖ヶ丘中学・高等学校）,多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2019年01月例会(01/20　慶應義塾高等学校）,慶應義塾高等学校
ＹＰＣ2018年12月例会(12/16　株式会社ナリカ）,株式会社ナリカ
ＹＰＣ2018年11月例会(11/18　慶應義塾高等学校),慶應義塾高等学校
ＹＰＣ2018年10月例会(10/21　東京学芸大学附属高等学校),東京学芸大学附属高等学校
ＹＰＣ2018年09月例会(09/23　県立新城高等学校),県立新城高等学校
ＹＰＣ2018年08月例会(08/25　八王子セミナーハウス),八王子セミナーハウス
ＹＰＣ2018年07月例会(07/22　三浦学苑高等学校),三浦学苑高等学校
ＹＰＣ2018年06月例会(06/17　県立新城高等学校),県立新城高等学校
ＹＰＣ2018年05月例会(05/20　県立麻生総合高校),県立麻生総合高校
ＹＰＣ2018年04月例会(04/15　慶應義塾高校),慶應義塾高校
ＹＰＣ2018年03月例会(03/18　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2018年02月例会(02/25　東京学芸大学附属高等学校）,東京学芸大学附属高等学校
ＹＰＣ2018年01月例会(01/14　鎌倉学園）,鎌倉学園
ＹＰＣ2017年12月例会(12/17　株式会社ナリカ）,株式会社ナリカ
ＹＰＣ2017年11月例会(11/19　学芸大附属国際中等教育学校),学芸大附属国際中等教育学校
ＹＰＣ2017年10月例会(10/22　慶應義塾高校),慶應義塾高校
ＹＰＣ2017年09月例会(09/24　筑波大附属高校),筑波大附属高校
ＹＰＣ2017年08月例会(08/26　八王子セミナーハウス),八王子セミナーハウス
ＹＰＣ2017年07月例会(07/09　慶応義塾高校),慶応義塾高校
ＹＰＣ2017年06月例会(06/11　県立向の岡工業高校),県立向の岡工業高校
ＹＰＣ2017年05月例会(05/21　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2017年04月例会(04/16　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2017年03月例会(03/20　県立麻生総合高校),県立麻生総合高校
ＹＰＣ2017年02月例会(02/12　東洋英和女学院中学部高等部),東洋英和女学院中学部高等部
ＹＰＣ2017年01月例会(01/15　神奈川学園),神奈川学園
ＹＰＣ2016年12月例会(12/18　株式会社ナリカ),株式会社ナリカ
ＹＰＣ2016年11月例会(11/20　慶応義塾高校),慶応義塾高校
ＹＰＣ2016年10月例会(10/16　電気通信大学),電気通信大学
ＹＰＣ2016年09月例会(09/18　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2016年08月例会(08/27　八王子セミナーハウス),八王子セミナーハウス
ＹＰＣ2016年07月例会(07/10　東京学芸大学附属高等学校),東京学芸大学附属高等学校
ＹＰＣ2016年06月例会(06/12　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2016年05月例会(05/22　國學院大學久我山中学高等学校),國學院大學久我山中学高等学校
ＹＰＣ2016年04月例会(04/17　慶應義塾高等学校),慶應義塾高等学校
ＹＰＣ2016年03月例会(03/13　多摩大聖ヶ丘中・高等学校),多摩大聖ヶ丘中・高等学校
ＹＰＣ2016年02月例会(02/14　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2016年01月例会(01/17　神奈川学園),神奈川学園
ＹＰＣ2015年12月例会(12/13　株式会社ナリカ),株式会社ナリカ
ＹＰＣ2015年11月例会(11/15　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2015年10月例会(10/18　電気通信大学),電気通信大学
ＹＰＣ2015年09月例会(09/20　株式会社ナリカ),株式会社ナリカ
ＹＰＣ2015年08月例会(08/22　八王子セミナーハウス),八王子セミナーハウス
ＹＰＣ2015年07月例会(07/12　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2015年06月例会(06/21　慶應義塾高等学校),慶應義塾高等学校
ＹＰＣ2015年05月例会(05/17　三浦学苑高等学校),三浦学苑高等学校
ＹＰＣ2015年04月例会(04/19　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2015年03月例会(03/15　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2015年02月例会(02/15　富士見丘中学校・高等学校),富士見丘中学校・高等学校
ＹＰＣ2015年01月例会(01/18　神奈川学園),神奈川学園
ＹＰＣ2014年12月例会(12/14　筑波大附属高校),筑波大附属高校
ＹＰＣ2014年11月例会(11/24　慶応義塾高校),慶応義塾高校
ＹＰＣ2014年10月例会(10/19　電気通信大学),電気通信大学
ＹＰＣ2014年09月例会(09/21　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2014年08月例会(08/23　八王子セミナーハウス),八王子セミナーハウス
ＹＰＣ2014年07月例会(07/13　慶応義塾高校),慶応義塾高校
ＹＰＣ2014年06月例会(06/15　東京学芸大学附属高等学校),東京学芸大学附属高等学校
ＹＰＣ2014年05月例会(05/18　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2014年04月例会(04/13　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2014年03月例会(03/16　相模大野高校),相模大野高校
ＹＰＣ2014年02月例会(02/16　東大附属中等教育学校),東大附属中等教育学校
ＹＰＣ2014年01月例会(01/19　神奈川学園学園),神奈川学園学園
ＹＰＣ2013年12月例会(12/08　ナリカ),ナリカ
ＹＰＣ2013年11月例会(11/17　東洋英和女学院中学部高等部),東洋英和女学院中学部高等部
ＹＰＣ2013年10月例会(10/20　駒場東邦中学校・高等学校),駒場東邦中学校・高等学校
ＹＰＣ2013年09月例会(09/23　慶応義塾高校),慶応義塾高校
ＹＰＣ2013年08月例会(08/24　たけだ旅館),たけだ旅館
ＹＰＣ2013年07月例会(07/21　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2013年06月例会(06/16　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2013年05月例会(05/19　慶応義塾高校),慶応義塾高校
ＹＰＣ2013年04月例会(04/14　東洋英和女学院),東洋英和女学院
ＹＰＣ2013年03月例会(03/10　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2013年02月例会(02/11　東大附属中等教育学校),東大附属中等教育学校
ＹＰＣ2013年01月例会(01/20　神奈川学園),神奈川学園
ＹＰＣ2012年12月例会(12/16　ナリカ),ナリカ
ＹＰＣ2012年11月例会(11/11　慶応義塾高校),慶応義塾高校
ＹＰＣ2012年10月例会(10/14　東洋英和女学院中学部高等部),東洋英和女学院中学部高等部
ＹＰＣ2012年09月例会(09/23　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2012年08月例会(08/25　八王子セミナーハウス),八王子セミナーハウス
ＹＰＣ2012年07月例会(07/22　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2012年06月例会(06/17　東洋英和女学院中学部高等部),東洋英和女学院中学部高等部
ＹＰＣ2012年05月例会(05/27　横浜サイエンスフロンティア高校),横浜サイエンスフロンティア高校
ＹＰＣ2012年04月例会(04/29　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2012年03月例会(03/18　西湘高校),西湘高校
ＹＰＣ2012年02月例会(02/19　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2012年01月例会(01/15　神奈川学園中学校・高等学校),神奈川学園中学校・高等学校
ＹＰＣ2011年12月例会(12/18　ナリカ),ナリカ
ＹＰＣ2011年11月例会(11/23　三浦学苑高校),三浦学苑高校
ＹＰＣ2011年10月例会(10/23　慶応義塾高校),慶応義塾高校
ＹＰＣ2011年09月例会(09/23　湘南高校),湘南高校
ＹＰＣ2011年08月例会(08/27　ナリカ),ナリカ
ＹＰＣ2011年07月例会(07/10　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2011年06月例会(06/19　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2011年05月例会(05/15　横浜サイエンスフロンティア高校),横浜サイエンスフロンティア高校
ＹＰＣ2011年04月例会(04/17　慶應義塾高校),慶應義塾高校
ＹＰＣ2011年02月例会(02/13　神奈川学園中学校・高等学校),神奈川学園中学校・高等学校
ＹＰＣ2011年01月例会(01/16　三浦学苑高校),三浦学苑高校
ＹＰＣ2010年12月例会(12/05　ナリカ),ナリカ
ＹＰＣ2010年11月例会(11/14　慶應義塾高校),慶應義塾高校
ＹＰＣ2010年10月例会(10/17　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2010年09月例会(09/23　横浜サイエンスフロンティア高校),横浜サイエンスフロンティア高校
ＹＰＣ2010年08月例会(08/28　カシオ計算機湯河原保養センター),カシオ計算機湯河原保養センター
ＹＰＣ2010年07月例会(07/11　電気通信大学),電気通信大学
ＹＰＣ2010年06月例会(06/20　慶応義塾高校),慶応義塾高校
ＹＰＣ2010年05月例会(05/16　筑波大附属高校),筑波大附属高校
ＹＰＣ2010年04月例会(04/18　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2010年03月例会(03/14　神奈川学園中学校・高等学校),神奈川学園中学校・高等学校
ＹＰＣ2010年02月例会(02/21　慶應義塾高校),慶應義塾高校
ＹＰＣ2010年01月例会(01/16　三浦学苑高校),三浦学苑高校
ＹＰＣ2009年12月例会(12/13　ナリカ),ナリカ
ＹＰＣ2009年11月例会(11/22　電気通信大学),電気通信大学
ＹＰＣ2009年10月例会(10/17　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2009年09月例会(09/23　関東学院中学校・高等学校),関東学院中学校・高等学校
ＹＰＣ2009年08月例会(08/29　慶應義塾高校),慶應義塾高校
ＹＰＣ2009年07月例会(07/12　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2009年06月例会(06/21　電気通信大学),電気通信大学
ＹＰＣ2009年05月例会(05/17　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2009年04月例会(04/19　慶應義塾高校),慶應義塾高校
ＹＰＣ2009年03月例会(03/22　横浜桜陽高校),横浜桜陽高校
ＹＰＣ2009年02月例会(02/22　ひばりが丘高校),ひばりが丘高校
ＹＰＣ2009年01月例会(01/18　三浦高校),三浦高校
ＹＰＣ2008年12月例会(12/22　株式会社ナリカ),株式会社ナリカ
ＹＰＣ2008年11月例会(11/23　電気通信大学),電気通信大学
ＹＰＣ2008年10月例会(10/19　慶應義塾高校),慶應義塾高校
ＹＰＣ2008年09月例会(09/23　多摩大学附属聖ヶ丘中学・高等学校),多摩大学附属聖ヶ丘中学・高等学校
ＹＰＣ2008年08月例会(08/22　東プレ山中湖保養所),東プレ山中湖保養所
ＹＰＣ2008年07月例会(07/13　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2008年06月例会(06/22　県立横浜桜陽高校),県立横浜桜陽高校
ＹＰＣ2008年05月例会(05/18　慶應義塾高校),慶應義塾高校
ＹＰＣ2008年04月例会(04/26　理科ハウス),理科ハウス
ＹＰＣ2008年03月例会(03/16　県立港北高校),県立港北高校
ＹＰＣ2008年02月例会(02/17　神奈川学園中学校・高等学校),神奈川学園中学校・高等学校
ＹＰＣ2008年01月例会(01/19　慶應義塾高校),慶應義塾高校
ＹＰＣ2007年12月例会(12/15　中村理科工業),中村理科工業
ＹＰＣ2007年11月例会(11/11　カリタス女子中高),カリタス女子中高
ＹＰＣ2007年10月例会(10/21　港北高校),港北高校
ＹＰＣ2007年09月例会(09/22　電気通信大学),電気通信大学
ＹＰＣ2007年08月例会(08/25　富士河口湖高校),富士河口湖高校
ＹＰＣ2007年07月例会(07/15　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2007年06月例会(06/10　県立新城高校),県立新城高校
ＹＰＣ2007年05月例会(05/20　慶応義塾高校),慶応義塾高校
ＹＰＣ2007年04月例会(04/24　県立港北高校),県立港北高校
ＹＰＣ2007年03月例会(03/18　県立新城高校),県立新城高校
ＹＰＣ2007年02月例会(02/17　県立横浜翠嵐高校),県立横浜翠嵐高校
ＹＰＣ2007年01月例会(01/20　県立厚木高校),県立厚木高校
"ＹＰＣ2006年12月例会(12/10　	中村理科工業)","	中村理科工業"
"ＹＰＣ2006年11月例会(11/11　	慶応義塾高校)","	慶応義塾高校"
"ＹＰＣ2006年10月例会(10/22　	慶応義塾高校)","	慶応義塾高校"
"ＹＰＣ2006年09月例会(09/24　	県立港北高校)","	県立港北高校"
"ＹＰＣ2006年08月例会(08/27　	富士河口湖高校)","	富士河口湖高校"
"ＹＰＣ2006年07月例会(07/15　	鎌倉学園中・高等学校)","	鎌倉学園中・高等学校"
"ＹＰＣ2006年06月例会(06/17　	県立横浜桜陽高校)","	県立横浜桜陽高校"
"ＹＰＣ2006年05月例会(05/20　	県立厚木高校)","	県立厚木高校"
"ＹＰＣ2006年04月例会(04/15　	県立新城高校)","	県立新城高校"
"ＹＰＣ2006年03月例会(03/12　	鎌倉学園中・高等学校)","	鎌倉学園中・高等学校"
"ＹＰＣ2006年02月例会(02/18　	県立柏陽高校)","	県立柏陽高校"
ＹＰＣ2006年01月例会(01/21　慶應義塾高校),慶應義塾高校
ＹＰＣ2005年12月例会(12/10　中村理科工業),中村理科工業
ＹＰＣ2005年11月例会(11/13　カリタス学園),カリタス学園
ＹＰＣ2005年10月例会(10/15　県立新城高校),県立新城高校
ＹＰＣ2005年09月例会(09/23　電気通信大学),電気通信大学
ＹＰＣ2005年08月例会(08/27　富士河口湖高校),富士河口湖高校
ＹＰＣ2005年07月例会(07/16　慶應義塾高校),慶應義塾高校
ＹＰＣ2005年06月例会(06/18　県立港北高校),県立港北高校
ＹＰＣ2005年05月例会(05/22　県立新城高校),県立新城高校
ＹＰＣ2005年04月例会(04/16　筑波大付属高校),筑波大付属高校
ＹＰＣ2005年03月例会(03/12　横浜桜陽高校),横浜桜陽高校
ＹＰＣ2005年02月例会(02/20　慶応義塾高校),慶応義塾高校
ＹＰＣ2005年01月例会(01/15　県立新城高校),県立新城高校
ＹＰＣ2004年12月例会(12/04　中村理科工業),中村理科工業
ＹＰＣ2004年11月例会(11/06　県立港北高等学校),県立港北高等学校
ＹＰＣ2004年10月例会(10/16　県立柏陽高等学校),県立柏陽高等学校
ＹＰＣ2004年09月例会(09/23　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2004年08月例会(08/21　富士河口湖高校),富士河口湖高校
ＹＰＣ2004年07月例会(07/17　慶應義塾高校),慶應義塾高校
ＹＰＣ2004年06月例会(06/19　県立港北高校),県立港北高校
ＹＰＣ2004年05月例会(05/22　県立中央農業高校),県立中央農業高校
ＹＰＣ2004年04月例会(04/17　県立新城高校),県立新城高校
ＹＰＣ2004年03月例会(03/14　慶應義塾高校),慶應義塾高校
ＹＰＣ2004年02月例会(02/14　県立湘南台高校),県立湘南台高校
ＹＰＣ2004年01月例会(01/10　県立港北高校),県立港北高校
ＹＰＣ2003年12月例会(12/13　中村理科工業),中村理科工業
ＹＰＣ2003年11月例会(11/15　慶應義塾高校),慶應義塾高校
ＹＰＣ2003年10月例会(10/18　県立新城高校),県立新城高校
ＹＰＣ2003年09月例会(09/21　県立横浜桜陽高校),県立横浜桜陽高校
ＹＰＣ2003年08月例会(08/31　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2003年07月例会(07/13　慶應義塾高校),慶應義塾高校
ＹＰＣ2003年06月例会(06/14　県立港北高校),県立港北高校
ＹＰＣ2003年05月例会(05/17　慶應義塾高校),慶應義塾高校
ＹＰＣ2003年04月例会(04/19　慶應義塾高校),慶應義塾高校
ＹＰＣ2003年03月例会(03/15　県立湘南台高校),県立湘南台高校
ＹＰＣ2003年02月例会(02/12　川崎市青少年科学館),川崎市青少年科学館
ＹＰＣ2003年01月例会(01/11　県立青少年センター),県立青少年センター
ＹＰＣ2002年12月例会(12/16　中村理科工業自由実験室),中村理科工業自由実験室
ＹＰＣ2002年11月例会(11/16　慶應義塾高校),慶應義塾高校
ＹＰＣ2002年10月例会(10/19　筑波大附属高校),筑波大附属高校
ＹＰＣ2002年09月例会(09/21　県立柿生西高校),県立柿生西高校
ＹＰＣ2002年08月例会(08/30　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2002年07月例会(07/10　慶應義塾高校),慶應義塾高校
ＹＰＣ2002年06月例会(06/15　県立湘南台高校),県立湘南台高校
ＹＰＣ2002年05月例会(05/22　慶應義塾高校),慶應義塾高校
ＹＰＣ2002年04月例会(04/17　慶應義塾高校),慶應義塾高校
ＹＰＣ2002年03月例会(03/06　東京電機大学),東京電機大学
ＹＰＣ2002年02月例会(02/13　慶應義塾高校),慶應義塾高校
ＹＰＣ2002年01月例会(01/09　慶應義塾高校),慶應義塾高校
ＹＰＣ2001年12月例会(12/12　慶應義塾高校),慶應義塾高校
ＹＰＣ2001年11月例会(11/14　慶應義塾高校),慶應義塾高校
ＹＰＣ2001年10月例会(10/17　慶應義塾湘南藤沢中高),慶應義塾湘南藤沢中高
ＹＰＣ2001年09月例会(09/19　慶應義塾高校),慶應義塾高校
ＹＰＣ2001年08月例会(08/31　慶應義塾高校),慶應義塾高校
ＹＰＣ2001年07月例会(07/11　県立青少年センター),県立青少年センター
ＹＰＣ2001年06月例会(06/21　県立湘南台高校),県立湘南台高校
ＹＰＣ2001年05月例会(05/20　慶應義塾高校),慶應義塾高校
ＹＰＣ2001年04月例会(04/18　慶應義塾高校),慶應義塾高校
ＹＰＣ2001年03月例会(03/14　県立城郷高校),県立城郷高校
ＹＰＣ2001年02月例会(02/07　慶應義塾高校),慶應義塾高校
ＹＰＣ2001年01月例会(01/17　横浜翠嵐高校),横浜翠嵐高校
ＹＰＣ2000年12月例会(12/13　慶應義塾高校),慶應義塾高校
ＹＰＣ2000年11月例会(11/15　慶應義塾高校),慶應義塾高校
ＹＰＣ2000年10月例会(10/25　城郷高校),城郷高校
ＹＰＣ2000年９月例会(9/20　慶応義塾高校),慶応義塾高校
ＹＰＣ2000年８月例会(8/31　鎌倉学園中・高等学校),鎌倉学園中・高等学校
ＹＰＣ2000年７月例会(7/12　慶応湘南藤沢中・高等学校),慶応湘南藤沢中・高等学校
ＹＰＣ2000年６月例会(6/14　湘南台高校),湘南台高校
ＹＰＣ2000年５月例会(5/17　慶応義塾高校),慶応義塾高校
ＹＰＣ2000年４月例会(4/19　慶応義塾高校),慶応義塾高校
ＹＰＣ2000年３月例会(3/08　柏陽高校),柏陽高校
ＹＰＣ2000年２月例会(2/09　慶應義塾高校),慶應義塾高校
ＹＰＣ2000年１月例会(1/19　湘南台高校),湘南台高校
ＹＰＣ1999年12月例会(12/08　県立青少年センター),県立青少年センター
ＹＰＣ1999年11月例会(11/10　慶應義塾高校),慶應義塾高校
ＹＰＣ1999年10月例会(10/20　湘南台高校),湘南台高校
ＹＰＣ1999年９月例会（9/29　慶應高校）,慶應高校
ＹＰＣ1999年８月例会（8/31　慶應高校）,慶應高校
ＹＰＣ1999年７月例会（7/14　慶應湘南藤沢中高）,慶應湘南藤沢中高
ＹＰＣ1999年４月例会（4/21　慶應高校）,慶應高校
ＹＰＣ1999年３月例会（3/17　慶應高校),慶應高校
ＹＰＣ1999年２月例会（2/20　中村理科自由実験室）,中村理科自由実験室
ＹＰＣ1998年１２月例会（12/09　県立横浜翠嵐高校）,県立横浜翠嵐高校
ＹＰＣ1998年11月例会（11/11　神奈川学園高校）,神奈川学園高校
ＹＰＣ1998年10月例会(10/21　慶應高校）,慶應高校
ＹＰＣ1998年９月例会（9/30　慶應高校）,慶應高校
ＹＰＣ1998年８月例会（8/31　厚木高校）,厚木高校
ＹＰＣ1998年７月例会（7/8　慶應湘南藤沢キャンパス中・高等部）,慶應湘南藤沢キャンパス中・高等部
ＹＰＣ1998年６月例会（6/17　慶應義塾高校）,慶應義塾高校
ＹＰＣ1998年５月例会（5/20　湘南台高校）,湘南台高校
ＹＰＣ1998年４月例会（4/22　慶應義塾高校）,慶應義塾高校
ＹＰＣ1998年３月例会（3/04　鶴見工業高校）,鶴見工業高校
ＹＰＣ1998年２月例会（2/18　慶應義塾高校）,慶應義塾高校
ＹＰＣ1998年１月例会（1/14-15　くげぬま荘）,くげぬま荘
ＹＰＣ1997年１２月例会（12/10　慶應義塾高校）,慶應義塾高校
ＹＰＣ1997年１１月例会（11/12　柿生西高校）,柿生西高校
ＹＰＣ1997年10月例会（10/22　慶應義塾高校）,慶應義塾高校
ＹＰＣ1997年８月例会（8/30　県立厚木高校）,県立厚木高校
